36	48	1	99
37	27	1	62
9	46	1	75
4	20	0	19
34	29	1	77
10	25	0	65
6	25	0	60
14	20	0	62
41	48	1	106
39	53	1	77
30	21	1	67
40	43	1	79
32	45	1	65
44	47	1	105
43	54	1	106
39	50	1	112
34	60	1	60
9	54	0	55
1	28	0	66
39	24	1	73
12	20	0	72
13	24	0	15
36	30	1	103
42	43	1	70
7	42	0	21
39	53	1	60
39	46	1	72
31	42	1	62
39	54	1	98
4	20	0	101
1	35	0	76
80	45	1	107
8	20	0	63
8	21	0	68
7	20	0	51
10	20	0	42
36	50	1	100
11	20	0	59
46	38	1	112
32	50	1	94
39	48	1	61
38	49	1	67
8	28	0	29
35	39	1	105
36	53	1	71
37	45	1	74
14	20	0	33
31	36	1	65
42	54	1	97
11	20	0	19
38	34	1	80
12	20	0	64
7	24	0	75
36	28	1	77
14	23	0	21
32	51	1	108
11	20	0	16
5	33	0	70
35	48	1	73
10	34	1	72
43	51	1	111
41	48	1	73
38	47	1	74
44	58	1	64
44	45	1	64
8	29	0	16
38	39	1	109
36	38	1	112
12	23	0	59
31	28	1	112
6	43	1	67
35	33	1	64
38	45	1	62
8	21	0	23
36	20	1	70
38	45	1	67
42	55	1	63
43	53	1	78
38	49	1	73
40	37	1	109
38	21	1	65
43	37	1	69
39	54	1	103
35	30	1	69
80	49	1	74
4	20	0	59
38	43	1	112
32	54	1	73
44	41	1	108
43	60	1	96
36	45	1	69
40	37	1	77
43	51	1	105
45	24	1	112
28	33	1	65
33	44	1	76
1	23	0	47
8	20	0	15
37	54	1	72
46	47	1	112
9	20	0	20
32	26	1	112
7	24	0	24
9	20	0	63
5	20	0	70
31	43	1	71
34	44	1	69
36	20	1	74
33	38	1	67
35	56	1	23
39	48	1	105
10	33	0	62
37	51	1	96
5	21	0	66
35	36	1	103
34	22	1	76
37	45	1	100
40	58	1	101
37	55	1	73
39	55	1	102
37	53	1	105
10	37	0	64
39	41	1	99
11	28	0	59
7	20	0	61
16	20	0	65
26	38	1	85
33	45	1	36
10	31	0	61
7	20	0	54
45	46	1	111
34	46	1	74
39	53	1	88
39	31	1	79
9	20	0	74
29	26	1	75
13	20	0	19
7	47	1	107
5	38	0	61
33	49	1	65
38	38	1	98
41	42	1	99
29	31	1	60
37	36	1	101
40	51	1	69
42	47	1	76
10	20	0	68
12	43	0	66
43	49	1	108
9	20	0	69
7	20	0	60
33	40	1	70
9	30	0	67
43	34	1	75
9	21	0	67
40	35	1	70
6	25	0	55
4	20	0	41
46	51	1	73
9	21	0	64
48	29	1	57
41	57	1	102
4	20	0	67
37	41	1	74
34	46	1	65
26	44	1	99
7	20	0	18
44	55	1	62
39	51	1	71
13	20	0	71
36	56	1	70
43	54	1	66
13	20	0	27
31	43	1	77
7	20	0	15
2	20	0	52
40	45	1	61
37	46	1	74
3	31	0	61
46	48	1	69
12	24	0	19
8	29	0	34
4	20	0	68
39	33	1	63
3	20	0	65
36	48	1	69
29	48	1	78
9	22	0	74
6	20	0	68
6	20	0	60
10	35	0	63
43	40	1	93
7	20	0	34
45	48	1	81
43	42	1	98
33	33	1	83
44	52	1	76
8	33	0	60
6	25	1	69
11	50	0	56
43	50	1	74
37	34	1	64
13	20	0	61
7	20	0	15
5	20	0	15
40	52	1	103
35	60	1	109
37	47	1	112
1	21	0	60
37	46	1	108
39	52	1	72
31	55	1	74
33	48	1	66
35	49	1	69
39	40	1	101
40	47	1	103
45	29	1	103
15	50	0	61
43	60	1	70
32	46	1	75
11	30	0	66
34	36	1	73
15	42	0	70
6	20	0	70
38	57	1	61
29	43	1	90
34	39	1	112
39	50	1	64
45	34	1	74
11	24	0	66
11	20	0	25
2	23	0	59
2	22	0	22
6	21	0	54
38	21	1	103
31	51	1	60
31	21	1	77
